freelunch,name,ell,dbn,black,asian,female,year,hisp,sped,male,white
91.4,PS 134 GEORGE F BRISTOW                         ,13.1,12X134,47.1,0.4,50.3,2011-2012,48.7,11.5,49.7,3.7
96.9,PS 150 CHARLES JAMES FOX                        ,24.4,12X150,21.4,0.8,47.3,2011-2012,75.6,13.7,52.7,1.8
68.7,IS 190                                          ,10.6,12X190,27.6,0.4,44.3,2011-2012,71.1,18.7,55.7,0.4
84,PS 195                                          ,24.3,12X195,21.3,3.6,51.6,2011-2012,74.3,12.1,48.4,0.1
87.2,PS 196                                          ,25.4,12X196,20.7,2.4,51,2011-2012,74.5,13.2,49,1
96.4,PS 198                                          ,1.9,12X198,46.3,0,46.3,2011-2012,51.9,27.8,53.7,0
97.4,PS 211                                          ,31.4,12X211,12.4,1,49.3,2011-2012,86.1,18.4,50.7,0.4
96.5,PS 212                                          ,18.7,12X212,39.6,0,50.8,2011-2012,57.6,12.4,49.2,2.3
86.3,PS 214                                          ,10.4,12X214,26.6,0.5,47.6,2011-2012,68.4,16.4,52.4,2
85.6,SCHOOL OF PERFORMING ARTS                       ,16.7,12X217,23.8,4,50,2011-2012,69.8,21.3,50,0.3
80.1,MOTT HALLL V                                    ,12.2,12X242,24.1,3.8,54.5,2011-2012,70.4,22,45.5,0.8
87,NEW DAY ACADEMY                                 ,11,12X245,45.5,1,51.8,2011-2012,53.4,23,48.2,0
86.6,THE METROPOLITAN HIGH SCHOOL                    ,21.8,12X248,24.2,1.8,46,2011-2012,72.9,20.9,54,0.9
76.4,EXPLORATIONS ACADEMY                            ,19.9,12X251,31.2,1.7,49.2,2011-2012,65.5,21.3,50.8,1.4
61.9,BRONX HIGH SCHOOL FOR PERFORMANCE & STAGECRAFT  ,10,12X262,39.2,1.2,75.4,2011-2012,57.7,28.1,24.6,0.8
79.3,BRONX LATIN                                     ,13.6,12X267,25.6,0.2,50.2,2011-2012,73.2,21.5,49.8,1
86.2,EAST BRONX ACADEMY FOR THE FUTURE               ,11.6,12X271,29.4,1.9,47,2011-2012,68.3,24.1,53,0.2
93.8,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL      ,7.2,12X273,29.6,0.8,48.4,2011-2012,68.4,22.8,51.6,1.2
78.8,PEACE AND DIVERSITY ACADEMY                     ,13.9,12X278,43.7,1.7,55,2011-2012,53.7,17.3,45,0.9
87.7,FANNIE LOU HAMER MIDDLE SCHOOL                  ,11.5,12X286,27,0,54.4,2011-2012,72.2,24.6,45.6,0.8
84.9,THE SCHOOL OF SCIENCE AND APPLIED LEARNING      ,19.4,12X300,38.6,0,47.5,2011-2012,60.3,19.2,52.5,1
80.6,KAPPA III                                       ,8.4,12X316,29.1,0.9,50.5,2011-2012,65.9,20.4,49.5,1.2
97.3,IS 318 MATH SCI &TECH THRU ART                  ,15.8,12X318,33.5,0.3,46.8,2011-2012,65.2,26.2,53.2,1
93.5,ACCION ACADEMY                                  ,19.3,12X341,32.8,0.5,48.4,2011-2012,66.1,16.7,51.6,0
63.7,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION ,10.3,12X372,23.9,5,47.5,2011-2012,67.8,17.3,52.5,3
72.2,EMOLIOR ACADEMY                                 ,16.8,12X383,32.8,2,50,2011-2012,64.8,16.8,50,0.4
86.9,ENTRADA ACADEMY                                 ,36.4,12X384,12.6,1.2,49,2011-2012,85,17.9,51,0
100,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,92.9,12X388,0,0,48.5,2011-2012,99.8,0.2,51.5,0
62.1,SATELLITE ACADEMY HS @ BRONX REGIONAL HS        ,4.8,12X446,41.2,0.4,66.7,2011-2012,57,9.2,33.3,0
95.2,URBAN SCHOLARS COMMUNITY SCHOOL                 ,14,12X463,38.4,0.7,45,2011-2012,59.4,14,55,1.5
75.9,THE CINEMA SCHOOL                               ,4,12X478,28.7,4.5,59.2,2011-2012,65,4,40.8,1.8
72.2,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,16.8,12X479,37.3,2.5,55.7,2011-2012,59.8,27.5,44.3,0.4
73,BRONX REGIONAL HIGH SCHOOL                      ,10.1,12X480,40.5,1.5,62.4,2011-2012,57.1,8,37.6,0.6
60,BRONX ENVISION ACADEMY                          ,11.3,12X511,32.4,4.2,53.5,2011-2012,60.6,18.3,46.5,2.8
60,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL          ,16.7,12X521,26,1,47.9,2011-2012,69.8,11.5,52.1,1
60,ARCHER ELEMENTARY SCHOOL                        ,19.6,12X531,31.3,5.1,53.1,2011-2012,60.4,10.5,46.9,1.1
60,PS 536                                          ,24.3,12X536,23,4.1,46.8,2011-2012,71.2,11.7,53.2,0.9
90.6,HIGH SCHOOL OF WORLD CULTURES                   ,86.4,12X550,10.8,2.4,48,2011-2012,84.6,0.5,52,0.5
81.1,FANNIE LOU HAMER FREEDOM HIGH SCHOOL            ,11.5,12X682,30.6,0.2,45.9,2011-2012,68.8,26.2,54.1,0.2
66.4,WINGS ACADEMY                                   ,4.5,12X684,55,1.3,46.3,2011-2012,42.2,22.3,53.7,1.3
80.8,MONROE ACADEMY FOR BUSINESS/LAW                 ,14.9,12X690,26.9,2.4,39.4,2011-2012,69.1,18.5,60.6,0.4
85,BRONX LITTLE SCHOOL                             ,12.2,12X691,19.3,12.2,49.3,2011-2012,64.2,15.9,50.7,2.4
87.3,MONROE ACADEMY FOR VISUAL ARTS                  ,28.8,12X692,20.4,0.9,47.4,2011-2012,77.5,20.8,52.6,1.3
76.7,PS 003 THE BEDFORD VILLAGE                      ,7.6,13K003,76.6,9.6,52.6,2011-2012,8.3,8.9,47.4,2.6
16,PS 008 ROBERT FULTON                            ,3.6,13K008,16.1,6.6,48.7,2011-2012,11,11,51.3,61
58.3,PS 009 TEUNIS G BERGEN                          ,3.1,13K009,59.5,5.6,50.1,2011-2012,12.7,13.8,49.9,17.7
57.5,PS 011 PURVIS J BEHAN                           ,2.3,13K011,75,4.4,53.4,2011-2012,9.7,6.9,46.6,9.5
62.8,PS 020 CLINTON HILL                             ,4,13K020,61.5,4,53.5,2011-2012,23.4,12.6,46.5,10.8
91.3,PS 044 MARCUS GARVEY                            ,1.8,13K044,84.4,2.4,48.7,2011-2012,9.7,8.3,51.3,2.7
89.1,PS 046 EDWARD C BLUM                            ,12.6,13K046,52.2,0.8,49.9,2011-2012,43.6,11.3,50.1,1.6
92.9,PS 054 SAMUEL C BARNES                          ,11.8,13K054,55.6,2.5,46.2,2011-2012,39.4,19,53.8,1.4
84.6,PS 056 LEWIS H LATIMER                          ,5,13K056,84.1,3.9,53.1,2011-2012,8.9,13.6,46.9,1.9
90.6,PS 067 CHARLES A DORSEY                         ,10.2,13K067,53,5.3,48.5,2011-2012,36.8,13.9,51.5,3.8
88.6,PS 093 WILLIAM H PRESCOTT                       ,9.9,13K093,73.5,15.3,47.2,2011-2012,5.9,5.9,52.8,4.8
87.1,SATELLITE THREE                                 ,8.3,13K103,78,8.3,45.8,2011-2012,12.1,17,54.2,1.1
70.4,JHS 113/OLD 294 EDMONDS CNTR                    ,3.2,13K113,77.2,3.7,51.3,2011-2012,18.6,16.9,48.7,0.2
75.3,PS 133 WILLIAM A BUTLER                         ,4.7,13K133,38.2,2.7,46.2,2011-2012,42.9,16.3,53.8,15.9
86.8,PS 256 BENJAMIN BANNEKER                        ,10.3,13K256,70.8,1.3,49.6,2011-2012,26.5,10.3,50.4,0.5
71.1,JHS 265 SUSAN S. MCKINNEY                       ,4.3,13K265,72,0.5,63,2011-2012,24.6,20.3,37,1.8
69.8,MS 266 PARK PLACE COMM. MS                      ,2.6,13K266,76.7,0.5,47.6,2011-2012,22.2,14.8,52.4,0.5
87.6,PS 270 JOHANN DEKALB                            ,5.9,13K270,71.6,3.4,48.5,2011-2012,21.1,14.2,51.5,3.9
54.4,PS 282 PARK SLOPE                               ,1.4,13K282,68.7,2.7,54.4,2011-2012,21,7,45.6,7.5
87.2,PS 287 BAILEY K ASHFORD                         ,4.6,13K287,57.1,5.5,45.2,2011-2012,32.3,20.3,54.8,1.8
78.8,SATELLITE EAST MIDDLE SCHOOL                    ,5,13K301,86.4,4.1,40.9,2011-2012,8.6,17.3,59.1,0.9
82.3,PS 305 DR PETER RAY                             ,7.5,13K305,80.8,2.6,45.5,2011-2012,12.3,13.6,54.5,3.2
88.9,PS 307 DANIEL HALE WILLIAMS                     ,3.2,13K307,64.6,2.5,49.7,2011-2012,26.8,20.1,50.3,5.1
92,SATELLITE WEST MIDDLE SCHOOL                    ,6,13K313,64.7,1.5,42.9,2011-2012,33.1,27.1,57.1,0.8
59.1,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMU,3.1,13K336,88.9,2.7,0.4,2011-2012,7.1,21.3,99.6,0.4
74.1,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART      ,4.6,13K350,73.3,1.9,57.3,2011-2012,22.7,22.5,42.7,0.9
68.9,BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATIONS,2.4,13K412,79.2,0.6,54.5,2011-2012,17.1,18,45.5,1.3
60.7,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE   ,7,13K419,77.8,7.2,43.9,2011-2012,12.2,13.7,56.1,2.1
50.7,BROOKLYN TECHNICAL HIGH SCHOOL                  ,0.1,13K430,10.2,60.3,41.7,2011-2012,7.9,0.5,58.3,21.3
80,BROOKLYN INTERNATIONAL HIGH SCHOOL              ,83.1,13K439,20.2,42.5,51.8,2011-2012,28.6,0,48.2,8.7
60.5,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE   ,0.9,13K483,79.1,0.9,60.4,2011-2012,17.1,13.3,39.6,1.1
54.7,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS      ,0.9,13K492,64.9,3.8,55.2,2011-2012,11.3,13.9,44.8,17.2
81,ACORN COMMUNITY HIGH SCHOOL                     ,2.9,13K499,84.7,1.2,44.2,2011-2012,12.2,18.6,55.8,0.8
68,FREEDOM ACADEMY HIGH SCHOOL                     ,1.8,13K509,82.1,1.4,56.4,2011-2012,15.1,14.2,43.6,0.9
62.2,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR,1.5,13K527,79.3,5.1,100,2011-2012,11.7,13.2,0,2.6
67.2,BROOKLYN ACADEMY HIGH SCHOOL                    ,0,13K553,86.4,0.5,50.5,2011-2012,11.4,9.8,49.5,0
81.2,MS 571                                          ,11.4,13K571,81.8,9.1,44.3,2011-2012,8,30.7,55.7,0
74.6,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL      ,0.7,13K575,83.6,0,64.5,2011-2012,12.5,0,35.5,2
84.7,KHALIL GIBRAN INTERNATIONAL ACADEMY             ,21.8,13K592,67.9,9,51.3,2011-2012,9,12.8,48.7,14.1
46.7,BEDFORD ACADEMY HIGH SCHOOL                     ,1.1,13K595,89.4,2.7,51,2011-2012,7.1,4.1,49,0.3
71.3,KNOWLEDGE AND POWER PREPARATORY VII MIDDLE SCHOO,9.7,13K596,79.4,1.9,45.2,2011-2012,17.4,14.2,54.8,0.6
65,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATI,1.9,13K605,79.8,2.8,24.5,2011-2012,15.3,14.1,75.5,1.3
63.9,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNIT,2.4,13K616,68.4,0.5,50.5,2011-2012,28.3,7.5,49.5,1.4
47.4,BENJAMIN BANNEKER ACADEMY                       ,0,13K670,87,2.7,53.9,2011-2012,8.8,3,46.1,0.4
61.9,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING     ,3.6,13K674,58.2,7.5,20.6,2011-2012,26.3,15.8,79.4,4.5
71.8,FORT GREENE PREPARATORY ACADEMY                 ,3.8,13K691,72.5,1.6,49.5,2011-2012,21.4,20.9,50.5,4.4
77.6,PS 016 LEONARD DUNKLY                           ,13.2,14K016,28.3,0.3,51,2011-2012,69.7,16.8,49,1.3
79.4,PS 017 HENRY D WOODWORTH                        ,16.6,14K017,5.7,1.8,50.3,2011-2012,82.4,26.2,49.7,9.1
85.7,PS 018 EDWARD BUSH                              ,20.2,14K018,15.5,0.5,50.7,2011-2012,82.2,11.3,49.3,1.9
84.1,PS 019 ROBERTO CLEMENTE                         ,28.6,14K019,4.8,0.3,41.9,2011-2012,93.5,16.7,58.1,1.4
88.5,PS 023 CARTER C WOODSON                         ,8.4,14K023,62.5,0,49.7,2011-2012,37.5,17.6,50.3,0
64.5,PS 031 SAMUEL F DUPONT                          ,6.7,14K031,5.9,10.2,50.2,2011-2012,45.1,11.6,49.8,37.7
61,PS 034 OLIVER H PERRY                           ,13.5,14K034,3,2.9,50.7,2011-2012,20,5.1,49.3,73.5
88.2,JHS 050 JOHN D WELLS                            ,24,14K050,15.5,1.5,41.6,2011-2012,82.3,24.7,58.4,0.5
88.3,PS 059 WILLIAM FLOYD                            ,8.4,14K059,48.6,0.2,51,2011-2012,49.3,12,49,1.4
76.6,JUAN MOREL CAMPOS SECONDARY SCHOOL              ,24.9,14K071,15.3,0.2,45.3,2011-2012,80.6,26.7,54.7,3.4
77.6,PS 084 JOSE DE DIEGO                            ,24.1,14K084,6,3.9,54.3,2011-2012,72.4,14.9,45.7,17.2
49.6,PS 110 THE MONITOR                              ,15.1,14K110,7.3,2.8,46.9,2011-2012,36,15.4,53.1,51.7
88.6,PS 120 CARLOS TAPIA                             ,21.3,14K120,10.2,2.4,51.2,2011-2012,85.1,15.7,48.8,2.2
66.4,JHS 126 JOHN ERICSSON                           ,20.1,14K126,24.5,5,43.9,2011-2012,68,32.6,56.1,2.5
71.7,PS 132 CONSELYA                                 ,4.3,14K132,12.3,6.5,48.8,2011-2012,46.1,8,51.2,34.3
87,PS 147 ISSAC REMSEN                             ,8.8,14K147,39.2,0,54.2,2011-2012,58.6,13.7,45.8,2.2
82.5,PS 157 BENJAMIN FRANKLIN                        ,30.1,14K157,14.7,0.2,46.9,2011-2012,82.5,21.3,53.1,2.4
84.3,PS 196 TEN EYCK                                 ,10.7,14K196,17.8,0,49.9,2011-2012,80.4,23.9,50.1,1.3
66.1,PS 250 GEORGE H LINDSAY                         ,12.9,14K250,9.3,10.5,49.2,2011-2012,77.6,7.2,50.8,2.4
84.1,PS 257 JOHN F HYLAN                             ,17.6,14K257,21.5,1.4,50.2,2011-2012,75.4,19,49.8,1.6
83.2,PS 297 ABRAHAM STOCKTON                         ,13.2,14K297,43.7,1.8,53.1,2011-2012,51.6,19.1,46.9,2.3
70.8,JHS 318 EUGENIO MARIA DEHOSTOS                  ,5.3,14K318,14.8,7,54.1,2011-2012,63.8,10.9,45.9,14.2
80.9,PS 319                                          ,17.2,14K319,1.6,1.1,50.5,2011-2012,95.7,8.1,49.5,1.6
78.7,FOUNDATIONS ACADEMY                             ,5.7,14K322,66.7,1.4,43.3,2011-2012,29.8,28.4,56.7,1.4
85.8,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONM,4.3,14K330,68.4,0,44.4,2011-2012,30.8,30.8,55.6,0
78.1,PS 380 JOHN WAYNE ELEM.                         ,19.3,14K380,17.9,1.7,52.1,2011-2012,73.8,15.7,47.9,6.6
65.3,ACADEMY FOR YOUNG WRITERS                       ,2.5,14K404,63.5,0.7,75.7,2011-2012,32.2,12.7,24.2,3
53.3,BROOKLYN LATIN                                  ,0.4,14K449,26.7,36.8,45.1,2011-2012,17.9,1.1,54.9,14.5
72.9,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREE,11.5,14K454,47.7,2,53.8,2011-2012,46.9,15.3,46.2,2.6
84.8,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS   ,16.1,14K474,32.6,0.7,51.5,2011-2012,65.4,13,48.5,1
65.6,SCHOOL FOR LEGAL STUDIES                        ,5.7,14K477,57.7,0.9,54.2,2011-2012,39.3,13,45.8,1.7
74.2,ENTERPRISE BUSINESS AND TECH HS                 ,9.9,14K478,39.3,3.2,34.3,2011-2012,55.4,13.2,65.7,1.9
80.3,BROOKLYN PREPARATORY HIGH SCHOOL                ,2.7,14K488,58.7,1.7,52.2,2011-2012,37.7,18.8,47.7,1
82.6,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DE,7,14K558,38.4,1.4,27.4,2011-2012,57.2,17.6,72.6,2.2
81,WILLIAMSBURG PREPARATORY SCHOOL                 ,2.8,14K561,25.5,1.6,49,2011-2012,61.5,12.7,51,11.1
66.9,CONSELYEA PREPARATORY SCHOOL                    ,2.7,14K577,6.4,2.1,50.1,2011-2012,69.6,12.6,49.9,20.9
81.7,MS 582                                          ,8.9,14K582,22.7,1.3,44.7,2011-2012,74.1,29.1,55.3,1.6
78.6,LYONS COMMUNITY SCHOOL                          ,14.6,14K586,41.7,1.1,46.3,2011-2012,54.6,22,53.7,2.1
67.1,AUTOMOTIVE HIGH SCHOOL                          ,4.7,14K610,66.1,1.4,4.4,2011-2012,30.2,30.3,95.6,1.7
63.3,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN     ,3.2,14K614,65.6,1.6,100,2011-2012,30.4,14.4,0,0.4
86.9,FRANCES PERKINS ACADEMY                         ,9.8,14K632,64.7,0,23.1,2011-2012,31.2,24.9,76.9,4
80.4,EL PUENTE ACADEMY FOR PEACE AND JUSTICE         ,17,14K685,10.1,1.8,57.3,2011-2012,87.6,23.4,42.7,0.5
80.9,PS 001 THE BERGEN                               ,31.1,15K001,1.8,3.4,53.8,2011-2012,91.6,14.3,46.2,3.1
68.6,MAGNET SCH. OF MATH SCI AND DESIGN TECH         ,5.3,15K010,12.6,6.7,49.8,2011-2012,36.7,18.2,50.2,41.5
86.3,PS 015 PATRICK F. DALY                          ,7.4,15K015,30,1.8,45.3,2011-2012,54.2,28.2,54.7,12.9
92.3,PS 024                                          ,48.5,15K024,1.3,3.8,51.6,2011-2012,90.3,15.2,48.4,4.3
19.2,PS 029 JOHN M HARRIGAN                          ,3.5,15K029,6.8,9.6,53.7,2011-2012,16,13,46.3,65
70,PS 032 SAMUELS MILLS SPROLE                     ,9.7,15K032,28.5,4.7,38.9,2011-2012,43,33.6,61.1,23.8
66.7,PS 038 THE PACIFIC                              ,11.2,15K038,41.8,6.5,49.1,2011-2012,33.6,15.7,50.9,17.5
26.2,PS 039 HENRY BRISTOW                            ,5.7,15K039,10.8,6.2,51.5,2011-2012,19.2,12.5,48.5,61
33.9,JHS 051 WILLIAM ALEXANDER                       ,1,15K051,13.7,14.2,57.5,2011-2012,28.1,10.3,42.5,40.6
13.2,PS 058 THE CARROLL                              ,7,15K058,5.4,6.4,51.3,2011-2012,16,12.5,48.7,67.5
75.3,JHS 088 PETER ROUGET                            ,12.1,15K088,14.2,15.3,44.3,2011-2012,59.9,28.2,55.7,9.9
90.5,PS 094 THE HENRY LONGFELLOW                     ,55.4,15K094,0.6,50.2,50.7,2011-2012,45.6,6.2,49.3,3.4
12.6,PS 107 JOHN W KIMBALL                           ,0.9,15K107,7.2,4.1,51.5,2011-2012,15.1,12.1,48.5,71.9
85.9,PS 124 SILAS B DUTCHER                          ,18.2,15K124,13.6,10.7,52,2011-2012,58.7,9.8,48,17.1
94.2,PS 130 THE PARKSIDE                             ,9.5,15K130,13.1,24.8,50.5,2011-2012,33.3,12,49.5,25.8
88.3,PS 131 BROOKLYN                                 ,40.4,15K131,1.4,33.4,50.3,2011-2012,57.8,8.3,49.7,7.1
89,IS 136 CHARLES O DEWEY                          ,40.6,15K136,2.2,6.9,45.5,2011-2012,85.5,21,54.5,5.1
23,PS 146                                          ,3.8,15K146,30.1,6.7,50.2,2011-2012,24.9,22.4,49.8,36.8
23.7,PS 154 WINDSOR TERRACE                          ,7.3,15K154,6.8,7.3,51.7,2011-2012,23.8,12,48.3,59.2
86.4,PS 169 SUNSET PARK                              ,44.8,15K169,1,43.2,47.2,2011-2012,49.3,9.8,52.8,6.4
86.7,PS 172 BEACON SCH OF EXCELLEN                   ,30.3,15K172,3.6,3.2,51.4,2011-2012,80.4,21,48.6,12.6
63.9,PS 230 DORIS L COHEN                            ,32.3,15K230,2.6,44.2,49.9,2011-2012,30,13.6,50.1,22.3
39.8,PS 261 PHILIP LIVINGSTON                        ,9.2,15K261,29,5.6,50,2011-2012,26.5,16.5,50,36.5
62.7,PS 295                                          ,16.2,15K295,8.7,4.6,48,2011-2012,51.1,22.3,52,32.3
9.4,PS 321 WILLIAM PENN                             ,1.7,15K321,8.2,7,50,2011-2012,10.4,9.6,50,70.7
13.2,THE CHILDREN'S SCHOOL                           ,0.9,15K418,8.3,9.2,47.2,2011-2012,14.7,8.6,52.8,64.7
60,BROOKLYN FRONTIERS HIGH SCHOOL                  ,1.2,15K423,67.9,0,59.3,2011-2012,29.6,30.9,40.7,2.5
68.2,BROOKLYN SCHOOL FOR GLOBAL STUDIES              ,5.9,15K429,54.5,2.3,43.8,2011-2012,39,25.4,56.2,3.4
71.9,NEW HORIZONS SCHOOL                             ,9.8,15K442,38.5,0,41.4,2011-2012,51.7,41.4,58.6,8
44.4,NEW VOICES S. OF ACAD. & CREAT                  ,2.1,15K443,14.1,2.5,66.6,2011-2012,50.2,20.7,33.4,31.8
27.1,THE UPPER CARROLL SCHOOL                        ,0.8,15K447,26.5,11,45,2011-2012,21,19.8,55,40.1
57.2,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUD,4.5,15K448,34.2,4.3,40.9,2011-2012,48.1,29.2,59.1,12.6
76.1,SECONDARY SCHOOL FOR LAW                        ,6.3,15K462,62.4,2.5,55.8,2011-2012,29.6,12.7,44.2,5.5
77,SECONDARY SCHOOL FOR JOURNALISM                 ,16.7,15K463,42,9.2,57.7,2011-2012,43.2,13.4,42.3,5.4
78,SECONDARY SCHOOL FOR RESEARCH                   ,9.6,15K464,33.2,8.6,47.2,2011-2012,51.8,16.5,52.8,5.3
68.1,SCHOOL FOR INTERNATIONAL STUDIES                ,14.6,15K497,40.9,6.2,49.2,2011-2012,38.9,15.2,50.8,14
73.4,COBBLE HILL SCHOOL OF AMERICAN STUDIES          ,7.5,15K519,71.5,5.1,56.1,2011-2012,21,18.9,43.9,2.3
58,PACIFIC HIGH SCHOOL                             ,0,15K520,82,0,39,2011-2012,18,8,61,0
71.2,WEST BROOKLYN COMMUNITY HIGH SCHOOL             ,2.3,15K529,9.4,8.9,41.3,2011-2012,64.8,7.5,58.7,16.9
68.2,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL      ,1.1,15K530,80.6,0.5,50,2011-2012,16.7,17.2,50,0
59.3,BROOKLYN HIGH SCHOOL OF THE ARTS                ,0.1,15K656,76.5,1.8,66.1,2011-2012,19,7.2,33.9,2.2
79.9,SUNSET PARK HIGH SCHOOL                         ,14.4,15K667,7.8,4.7,49.3,2011-2012,80.8,22.3,50.7,6.7
91,RED HOOK NEIGHBORHOOD SCHOOL                    ,10.7,15K676,53.3,1.8,48,2011-2012,40.4,24,52,3.6
60,MILLENNIUM BROOKLYN HS                          ,0,15K684,22.4,18.7,57.9,2011-2012,24.3,3.7,42.1,33.6
74,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL            ,2,15K698,21.5,0.7,55,2011-2012,72.5,6,45,4
85,SUNSET PARK PREP                                ,11.2,15K821,2.7,7.1,48.3,2011-2012,86.9,18.1,51.7,3.1
81.7,PS 005 DR. RONALD MCNAIR                        ,5.9,16K005,79.5,1.5,46.9,2011-2012,13,13.4,53.1,4.6
68.6,PS 021 CRISPUS ATTUCKS                          ,0.6,16K021,90.5,0.8,53.8,2011-2012,6.6,12.6,46.2,1.2
94.1,PS 025 EUBIE BLAKE SCHOOL                       ,7.4,16K025,79.4,0.6,50.5,2011-2012,19.1,14.2,49.5,0.9
79.6,PS 026 JESSE OWENS                              ,5.9,16K026,69.1,0.7,45.7,2011-2012,26.6,16.8,54.3,2.6
87.6,PS 028 THE WARREN                               ,6.2,16K028,78.6,5.8,44.9,2011-2012,13.2,9.5,55.1,1.2
79.7,PS 035 STEPHEN DECATUR                          ,0.4,16K035,91.7,0.4,51.8,2011-2012,6.6,23.7,48.2,0.9
80.8,PS 040 GEORGE W CARVER                          ,4.2,16K040,81.9,1.8,46.6,2011-2012,14.2,13.9,53.4,0.3
79.1,JHS 057 WHITELAW REID                           ,2.6,16K057,78.1,0,53.6,2011-2012,20.6,18.9,46.4,1.3
86.6,PS 081 THADDEUS STEVENS                         ,5.9,16K081,69.9,0.5,43.7,2011-2012,28.3,28.5,56.3,0.8
92.9,PS 243 WEEKSVILLE                               ,2.8,16K243,78.2,2.2,54.9,2011-2012,19,17.6,45.1,0.6
88.9,PS 262 EL HAJJ MALIK SHABAZZ                    ,2.5,16K262,85.2,1.4,53.4,2011-2012,13.5,16.2,46.6,0
89.1,MS 267 MATH SCIENCE & TECH                      ,7.1,16K267,74.9,2.4,40.1,2011-2012,18.9,27.7,59.9,0.6
77.3,PS 308 CLARA CARDWELL                           ,5,16K308,82.9,1.9,51.1,2011-2012,13,21.3,48.9,0.9
85.7,PS 309 GEORGE E WIBECAN                         ,5.8,16K309,70.4,3.9,45.7,2011-2012,24.7,15.8,54.3,0.3
95.2,PS 335 GRANVILLE T WOODS                        ,3.4,16K335,81.3,0.8,45.8,2011-2012,14.6,21.1,54.2,1.6
71,SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP   ,8.5,16K385,80.3,0.5,47.9,2011-2012,18.6,31.4,52.1,0
71,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL  ,1.4,16K393,83.6,0.9,51.3,2011-2012,14.1,17.1,48.7,0.5
61.7,BOYS AND GIRLS HIGH SCHOOL                      ,2.5,16K455,90,0.5,38.3,2011-2012,7.8,20.5,61.7,0.7
74.5,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE            ,4.7,16K498,72.8,1,48.4,2011-2012,24.9,20.7,51.6,0
86,UPPER SCHOOL @ PS025                            ,7.2,16K534,75.1,0.5,46.2,2011-2012,22.6,21.7,53.8,1.4
89.2,MS 584                                          ,4.4,16K584,85.6,0.6,53.9,2011-2012,12.2,33.3,46.1,0.6
58.6,GOTHAM PROFESSIONAL ARTS ACADEMY                ,2.4,16K594,78.6,1,56.8,2011-2012,19.4,17.3,43.2,0.7
74.8,BRIGHTER CHOICE COMMUNITY SCHOOL                ,5.2,16K627,75.2,1.3,47.7,2011-2012,23.5,11.8,52.3,0
70.7,BROOKLYN BROWNSTONE SCHOOL                      ,0,16K628,89.4,0.5,51.3,2011-2012,7,3.5,48.7,1.5
97.4,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLOR,8.2,16K636,59.6,1.4,44.7,2011-2012,36.1,11.1,55.3,1.9
57.4,THE BROOKLYN ACADEMY OF GLOBAL FINANCE          ,6.3,16K688,74.2,1.9,48.4,2011-2012,20.8,20.8,51.6,2.5
84.3,M S 002                                         ,12.4,17K002,85.9,3.5,48.2,2011-2012,7.8,15.2,51.8,1.8
86.8,PS 006                                          ,13.4,17K006,75.4,0.9,50.6,2011-2012,21.6,16.1,49.4,1.9
76.5,PS 012                                          ,4.5,17K012,81.6,0.4,50.8,2011-2012,17.2,9.4,49.2,0.4
98.7,PS 022                                          ,12.2,17K022,62.8,7,51.4,2011-2012,28.8,20.7,48.6,0.9
69.5,M S 061 GLADSTONE H. ATWELL                     ,5.2,17K061,90.5,0.7,53.1,2011-2012,7.2,12.4,46.9,1.1
98.2,PS 091 THE ALBANY AVE. SCHOOL                   ,7.2,17K091,92.2,0.1,43.7,2011-2012,5.4,21.9,56.3,0.7
95.5,PS 092 ADRIAN HEGEMAN                           ,13.7,17K092,78,5.2,49,2011-2012,15.2,7.8,51,1.2
